Song,Artist,Title,MoodsStrSplit,SampleURL
MT0012794033,Conway Twitty,I Love You More Today,"Amiable, Good-Natured, Delicate, Earnest, Gentle, Intimate, Laid-Back, Mellow, Light, Melancholy, Passionate, Refined, Romantic, Self-Conscious, Sensual, Sentimental, Smooth, Soft, Quiet, Warm",http://rovimusic.rovicorp.com/playback.mp3?c=pSKMUt5eMe5DP-1uVXTsDZjWf7KriH64XH0cLbjLrOY=&f=J
MT0012798988,Tito Puente,Donde Estabas Tu,"Brassy, Happy, Joyous, Spicy, Summery",http://rovimusic.rovicorp.com/playback.mp3?c=No_DWe9WTI14rg5OZD9RM2jIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0012846850,Joe Cuba,No Coman Cuento,"Exciting, Lush, Sexy",http://rovimusic.rovicorp.com/playback.mp3?c=S3oRPbrkioljG_lCz_QoTvQIxMnXLaW9NvEpt_rvU6E=&f=I
MT0012855159,Iced Earth,Desert Rain,"Fierce, Fiery, Harsh, Menacing, Ominous, Raucous, Rebellious",http://rovimusic.rovicorp.com/playback.mp3?c=nG0m8TGAe1CmCrCz38J-9IapJnH0KBK7tayJ1L1z1aM=&f=I
MT0012862507,Willie Nelson,I Guess I've Come to Live Here in Your Eyes,"Amiable, Good-Natured, Atmospheric, Bittersweet, Calm, Neutral, Earnest, Earthy, Eccentric, Ethereal, Gentle, Intimate, Laid-Back, Mellow, Meandering, Organic, Playful, Poignant, Quirky, Refined, Rollicking, Rousing, Sad, Soothing, Sophisticated, Summery, Wry",http://rovimusic.rovicorp.com/playback.mp3?c=7bV9TYiwHRMUqvRxm6AWvf3pqi0RS20pHqZddGAWQOA=&f=I
MT0012865192,G.B.H.,Boston Babies,"Harsh, Reckless, Trashy",http://rovimusic.rovicorp.com/playback.mp3?c=uJ3p5L6UqU7GHc1XgZKLUYapJnH0KBK7tayJ1L1z1aM=&f=I
MT0012888230,The Beach Boys,"Cool, Cool Water (Instrumental Insert)","Calm, Neutral, Carefree, Cheerful, Delicate, Dreamy, Effervescent, Ethereal, Gentle, Hypnotic, Joyous, Light, Pastoral, Relaxed, Searching, Soft, Quiet, Soothing, Summery",http://rovimusic.rovicorp.com/playback.mp3?c=3zlMcil0fzMU1FWgYNe2o2jIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0012893353,Lefty Frizzell,"Sleep, Baby, Sleep","Nostalgic, Precious, Soft, Quiet",http://rovimusic.rovicorp.com/playback.mp3?c=uLjMd_Odgs9YA2CrrW3gQDqpU4hxl5saPDaNIVORh-E=&f=I
MT0012914763,Atari Teenage Riot,Get Up While You Can,"Aggressive, Confrontational, Fierce, Harsh, Hostile, Intense, Menacing, Outrageous, Tense, Anxious, Uncompromising, Unsettling, Urgent, Visceral, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=SWUHmDdYNDDG-K3slGsuYPQIxMnXLaW9NvEpt_rvU6E=&f=I
MT0012941049,DJ Shadow,Blood on the Motorway,"Atmospheric, Detached, Elaborate, Quirky, Relaxed, Slick, Trippy",http://rovimusic.rovicorp.com/playback.mp3?c=AaKJLJRmPpdDExxm6RCdivh0BJxFGWncDvRkmPV4knk=&f=J
MT0013044535,Eddie Heywood,Billie's Blues,"Bitter, Gloomy, Nocturnal, Restrained, Sad, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=C15AxcV_5OkE0blZ3StSo82KXJKuJLE7UG4BJXcyKZ4=&f=I
MT0013080259,Lonesome Sundown,My Home Is a Prison,"Anguished, Distraught, Greasy",http://rovimusic.rovicorp.com/playback.mp3?c=7dmBNQSkXkI55sSf1kxCJIapJnH0KBK7tayJ1L1z1aM=&f=I
MT0013095380,Morcheeba,Way Beyond,"Atmospheric, Carefree, Dreamy, Organic, Slick",http://rovimusic.rovicorp.com/playback.mp3?c=QjVXJEKpRfYODOXvyHYO2_KUU23ZQzDPVjJ3ONioHGo=&f=J
MT0013101577,Paul McCartney,I Saw Her Standing There,"Amiable, Good-Natured, Celebratory, Confident, Energetic, Exciting, Exuberant, Freewheeling, Fun, Gleeful, Gutsy, Happy, Joyous, Lively, Playful, Rollicking, Rousing",http://rovimusic.rovicorp.com/playback.mp3?c=wUUoJErZ32Pr70ShMUe04s2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0013161246,The Sir Douglas Quintet + 2,I'm Glad for Your Sake (But I'm Sorry for Mine),"Anguished, Distraught, Greasy",http://rovimusic.rovicorp.com/playback.mp3?c=8pkwPxk9BkhkhO9Gtzs9xawfpsQHuOlGC4-o-yXc8Os=&f=I
MT0013166908,The Sir Douglas Quintet,Keep Your Soul,"Greasy, Lazy, Uncompromising",http://rovimusic.rovicorp.com/playback.mp3?c=tO7pkVe5z1-5MGEQOYi3Fvh0BJxFGWncDvRkmPV4knk=&f=I
MT0013173557,The Sir Douglas Quintet,Westside Blues Again,"Greasy, Lazy, Spicy, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=LHdu27Vl7vovSUXEr0SinqwfpsQHuOlGC4-o-yXc8Os=&f=I
MT0013176970,Pete Seeger,Hobo's Lullaby,"Calm, Neutral, Delicate, Gentle, Refined, Relaxed, Soothing",http://rovimusic.rovicorp.com/playback.mp3?c=lEf_10nWULzFeuCD57onsWjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0013177702,Blossom Dearie,Sweet Georgie Fame,"Delicate, Innocent, Nostalgic, Sensual, Whimsical",http://rovimusic.rovicorp.com/playback.mp3?c=8lpHkJBp7FKr7iScXxeJH_KUU23ZQzDPVjJ3ONioHGo=&f=J
MT0013219857,Ida Cox,Lawdy Lawdy Blues,"Anguished, Distraught, Greasy",http://rovimusic.rovicorp.com/playback.mp3?c=WGBPGHh5PFcjSt1biambO_3pqi0RS20pHqZddGAWQOA=&f=I
MT0013235939,Ethel Merman,Some People,"Playful, Poignant, Romantic, Theatrical",http://rovimusic.rovicorp.com/playback.mp3?c=vC_2NtcLqpFW3mP_cKehZfQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0013280170,Big Bill Broonzy,"Black, Brown and White","Light, Organic, Soft, Quiet, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=hCOiO9CsnOpZGslrw_9ZnoapJnH0KBK7tayJ1L1z1aM=&f=I
MT0013313448,Peter Brötzmann,The Heart and the Bones,"Cathartic, Complex, Fierce, Rebellious, Uncompromising, Unsettling, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=pnX_IlLjU7gLmYMuLKyUdfQIxMnXLaW9NvEpt_rvU6E=&f=I
MT0013350034,Fred Astaire,Steppin' Out With My Baby,"Amiable, Good-Natured, Bright, Carefree, Cheerful, Confident, Energetic, Exciting, Happy, Joyous, Lively, Passionate, Playful, Smooth, Sparkling, Springlike, Theatrical",http://rovimusic.rovicorp.com/playback.mp3?c=1fMxPRztVfZW3NaBnfkuwP3pqi0RS20pHqZddGAWQOA=&f=I
MT0013389935,The Black Eyed Peas,Shut Up,"Boisterous, Energetic, Fun, Playful, Rousing, Slick, Stylish",http://rovimusic.rovicorp.com/playback.mp3?c=26DyfdMpUxieJO6TM0x-Kc2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0013411556,Gladys Knight & the Pips,Every Beat of My Heart,"Amiable, Good-Natured, Confident, Dreamy, Earnest, Earthy, Gutsy, Laid-Back, Mellow, Organic, Plaintive, Reflective, Relaxed, Romantic, Sentimental, Smooth, Sophisticated, Wistful",http://rovimusic.rovicorp.com/playback.mp3?c=ga7q0TUswhXTJsd-btpSZs2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0013416300,Billy Ward,Harbor Lights,"Greasy, Lazy, Naive, Sparse",http://rovimusic.rovicorp.com/playback.mp3?c=RacddqkSB7pUJwpt44mUfvKUU23ZQzDPVjJ3ONioHGo=&f=I
MT0013418800,Corrupted Morals,Peer Pressure,"Angry, Bitter, Reckless",http://rovimusic.rovicorp.com/playback.mp3?c=A21MHkxI4n2SgWvaf2HlS2jIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0013486354,Chucho Valdés,Homenaje a Ellington,"Precious, Reverent, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=zLEJLenMv5rY2-S-v-1NVzqpU4hxl5saPDaNIVORh-E=&f=I
MT0013590244,Dirty Vegas,Let's Get It On,"Joyous, Lush, Sensual, Sexual, Sexy",http://rovimusic.rovicorp.com/playback.mp3?c=f4AdHFo07YBjvF0u_BR4ws2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0013612461,David Banner,The Christmas Song,"Fierce, Harsh, Outrageous, Sexual, Sleazy, Thuggish",http://rovimusic.rovicorp.com/playback.mp3?c=RVEk9rYpbldITjFAwWWTy_QIxMnXLaW9NvEpt_rvU6E=&f=J
MT0013621344,Martin Denny,A-mer-i-ca,"Giddy, Sparkling, Spicy",http://rovimusic.rovicorp.com/playback.mp3?c=wUwzgHsc3P9UsEXgfGuz0c2KXJKuJLE7UG4BJXcyKZ4=&f=H
MT0013633209,Nek,Almeno Stavolta,"Dramatic, Fun, Passionate, Playful, Romantic, Soothing",http://rovimusic.rovicorp.com/playback.mp3?c=6USIfOjWlAUgVYTqOqkgcfh0BJxFGWncDvRkmPV4knk=&f=I
MT0013673733,The Louvin Brothers,Silent Night,"Nostalgic, Reverent, Rustic, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=8pKxjhuunV_VQ5ki7Tv3aTqpU4hxl5saPDaNIVORh-E=&f=J
MT0013676763,The Louvin Brothers,Gospel Way,"Nostalgic, Reverent, Rustic, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=GEZnawAOge39eTMWHxGLF2jIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0013790748,Barbara Lynn,I'm a Good Woman,"Bitter, Fierce, Outraged, Somber, Tense, Anxious, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=EhsIDStQcQgtBl3JALmPtawfpsQHuOlGC4-o-yXc8Os=&f=J
MT0013800071,Beyoncé,Naughty Girl,"Lush, Sexual, Sexy",http://rovimusic.rovicorp.com/playback.mp3?c=gWTY2bFRt_7VTlX7Y2CE8s2KXJKuJLE7UG4BJXcyKZ4=&f=I
MT0013822237,Kid Kurrupt,Punanny Chemist,"Outrageous, Sexual, Sleazy",http://rovimusic.rovicorp.com/playback.mp3?c=CiYK--Yv3PRFNHmUg1fYpc2KXJKuJLE7UG4BJXcyKZ4=&f=I
MT0013824918,,Three Mice in Chteau Leblanc,"Eerie, Ominous, Spooky",http://rovimusic.rovicorp.com/playback.mp3?c=W-q4MMI6ymDv2yCvVAObo_KUU23ZQzDPVjJ3ONioHGo=&f=I
MT0013885218,DJ Revolution,Jackin for Beats,"Bitter, Confrontational, Fierce, Fiery, Harsh, Hostile, Humorous, Intense, Malevolent, Menacing, Outrageous, Rebellious, Reckless, Snide, Tense, Anxious, Uncompromising, Urgent, Visceral",http://rovimusic.rovicorp.com/playback.mp3?c=J-o1nxmnYi1iSnWk7ngMJv3pqi0RS20pHqZddGAWQOA=&f=I
MT0013914319,"Sammy Davis, Jr.",Guys and Dolls,"Boisterous, Carefree, Cheerful, Confident, Elegant, Energetic, Freewheeling, Fun, Joyous, Lively, Playful, Rousing, Smooth, Sophisticated, Stylish",http://rovimusic.rovicorp.com/playback.mp3?c=zmOK4EyEIfz9tb3zEjEDkvKUU23ZQzDPVjJ3ONioHGo=&f=H
MT0013955066,Sergio Mendes,Scarborough Fair,"Dreamy, Elegant, Gentle, Innocent, Light, Refined, Relaxed, Sensual, Soothing, Summery, Wistful",http://rovimusic.rovicorp.com/playback.mp3?c=yLwtXO1vMz0GG5DCcB7FWvKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0014046859,Highlanders,What Is Home Without Babies,"Circular, Greasy, Messy",http://rovimusic.rovicorp.com/playback.mp3?c=sxM81ndhq66F92ayXDfK0DqpU4hxl5saPDaNIVORh-E=&f=J
MT0014050974,Highlanders,Goodbye Booze,"Circular, Greasy, Messy",http://rovimusic.rovicorp.com/playback.mp3?c=q_mGf0RSxy_Mx57CutYHkzqpU4hxl5saPDaNIVORh-E=&f=J
MT0014118699,The Mills Brothers,You Always Hur the One You Love,"Bitter, Gloomy, Nostalgic, Sad",http://rovimusic.rovicorp.com/playback.mp3?c=91mWuixST7GNfw_pNMlNBPKUU23ZQzDPVjJ3ONioHGo=&f=I
MT0014134790,Beanie Sigel,Lord Have Mercy,"Provocative, Reverent, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=iAxXtN8VPzqVQCPZOkH3PGjIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0014157389,The Penetrators,Warlord,"Cynical, Sarcastic, Reckless, Sleazy, Trashy",http://rovimusic.rovicorp.com/playback.mp3?c=mziMrPw8UMM2YFtgk4APjfQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0014192212,Vox Vermillion,July,"Bleak, Clinical, Eerie",http://rovimusic.rovicorp.com/playback.mp3?c=wt4sg-7xAMYnqasOP4Tfa_h0BJxFGWncDvRkmPV4knk=&f=I
MT0014475915,Willie Nelson,Sitting in Limbo,"Amiable, Good-Natured, Atmospheric, Bittersweet, Calm, Neutral, Earnest, Earthy, Eccentric, Ethereal, Gentle, Intimate, Laid-Back, Mellow, Meandering, Organic, Playful, Poignant, Quirky, Refined, Rollicking, Rousing, Sad, Soothing, Sophisticated, Summery, Wry",http://rovimusic.rovicorp.com/playback.mp3?c=WWku6PS6M_vuhZNUv8VTeM2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0014489361,Augustus Pablo,Peace and Love Dub,"Calm, Neutral, Druggy, Hypnotic, Nocturnal, Sparkling",http://rovimusic.rovicorp.com/playback.mp3?c=HN1YiWbRu9GRWBleKapF3vKUU23ZQzDPVjJ3ONioHGo=&f=I
MT0014507179,Cibele Codonho,Desafinado,"Calm, Neutral, Delicate, Pastoral, Restrained, Soothing",http://rovimusic.rovicorp.com/playback.mp3?c=IiCWSYvGqytMSEGWQ_bp1_3pqi0RS20pHqZddGAWQOA=&f=I
MT0014576739,The Pussycat Dolls,Wait a Minute,"Celebratory, Energetic, Lively, Playful, Sexual, Sexy",http://rovimusic.rovicorp.com/playback.mp3?c=TIOhbg31jp3o5tiZToWyC6wfpsQHuOlGC4-o-yXc8Os=&f=J
MT0014584319,Will Downing,Heart of Mine,"Calm, Neutral, Lush, Precious, Restrained, Sensual, Soft, Quiet, Sweet",http://rovimusic.rovicorp.com/playback.mp3?c=PhFLS-y7QhSpi6uPAjNKc6wfpsQHuOlGC4-o-yXc8Os=&f=I
MT0014584473,The Blue Flames,Mystery Train,"Anguished, Distraught, Greasy, Lazy",http://rovimusic.rovicorp.com/playback.mp3?c=Mn9KmUhnCsZxn6jGU02Dg_h0BJxFGWncDvRkmPV4knk=&f=I
MT0014586720,Toni Braxton,Take This Ring,"Celebratory, Confident, Dramatic, Elegant, Fun, Lively, Lush, Romantic, Sensual, Sentimental, Sexual, Sexy, Stylish",http://rovimusic.rovicorp.com/playback.mp3?c=bQTjtlG8maBzINL4xFn9CzqpU4hxl5saPDaNIVORh-E=&f=I
MT0014615863,Bun B,Trill Recognize Trill,"Angry, Bitter, Confrontational, Fiery, Malevolent, Menacing, Rebellious, Reckless, Tense, Anxious, Thuggish, Uncompromising, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=BGPOf4WN9IQfl6O1dZtwW82KXJKuJLE7UG4BJXcyKZ4=&f=I
MT0014650360,Robert Palmer,I Didn't Mean to Turn You On,"Energetic, Fun, Innocent, Lively, Passionate, Playful, Sexy, Slick, Stylish",http://rovimusic.rovicorp.com/playback.mp3?c=-I0WlCzzcTot37VB154jXoapJnH0KBK7tayJ1L1z1aM=&f=I
MT0014665667,The Jordanaires,Blue Christmas,"Bitter, Bleak, Gloomy, Sad",http://rovimusic.rovicorp.com/playback.mp3?c=V4DArA6UM-dihfuYhCHms_KUU23ZQzDPVjJ3ONioHGo=&f=I
MT0014703649,2Pac,Heartz of Men,"Bitter, Fierce, Hostile, Outraged",http://rovimusic.rovicorp.com/playback.mp3?c=TUHCpdOgFTBvCEn7B_q_H6wfpsQHuOlGC4-o-yXc8Os=&f=J
MT0014737299,CunninLynguists,America Loves Gangsters,"Acerbic, Bitter, Bleak, Cynical, Sarcastic, Gloomy, Reckless, Snide, Thuggish",http://rovimusic.rovicorp.com/playback.mp3?c=PlqknCH1AFnvRpPqLpn4Es2KXJKuJLE7UG4BJXcyKZ4=&f=I
MT0014794891,B.G.,Kill or Be Killed,"Bitter, Bleak, Eerie, Menacing, Ominous, Snide, Thuggish",http://rovimusic.rovicorp.com/playback.mp3?c=OB6pzOnf_sXtAnqBTh45Ks2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0014804830,The Comsat Angels,Now I Know,"Anguished, Distraught, Bitter, Gloomy, Somber",http://rovimusic.rovicorp.com/playback.mp3?c=32NKTW8fiAhjFZJeuRngEv3pqi0RS20pHqZddGAWQOA=&f=I
MT0014817509,Alejandro Escovedo,Sacramento & Polk,"Angst-Ridden, Cathartic, Fierce, Menacing, Ominous, Tense, Anxious, Uncompromising, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=gOj_Fv0N2uArfLh7dcrYcWjIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0014838459,Sick of It All,Leader,"Angry, Bitter, Harsh, Hostile, Nihilistic, Outraged, Unsettling",http://rovimusic.rovicorp.com/playback.mp3?c=-sQfisCOFiMW950ZUxNL2_3pqi0RS20pHqZddGAWQOA=&f=I
MT0014845647,Ministry,Gangree,"Aggressive, Angry, Bitter, Bravado, Cynical, Sarcastic, Fiery, Harsh, Hostile, Malevolent, Menacing, Nihilistic, Ominous, Rebellious, Snide, Tense, Anxious, Uncompromising, Unsettling, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=RkNZg_b325E1qL1FPv9aw_QIxMnXLaW9NvEpt_rvU6E=&f=I
MT0014878397,Don Omar,Candela,"Confrontational, Fierce, Uncompromising, Urgent, Visceral",http://rovimusic.rovicorp.com/playback.mp3?c=XX058iwtcxGYPm1imwUsPfh0BJxFGWncDvRkmPV4knk=&f=J
MT0014997916,Doc Black,Slow Down,"Bitter, Cathartic, Tense, Anxious, Uncompromising, Urgent",http://rovimusic.rovicorp.com/playback.mp3?c=6mbJDupWRsWEtUPlg0u5vWjIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0015004289,Grand Corps Malade,Toucher l'Instant,"Bleak, Cold, Complex, Somber, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=oBd1kN8Mp4g2s0ZDjWUpSYapJnH0KBK7tayJ1L1z1aM=&f=J
MT0015005100,Ella Fitzgerald,Too Darn Hot,"Boisterous, Brassy, Bright, Dramatic, Elegant, Energetic, Lively, Refined, Rousing, Sensual, Sophisticated, Spicy, Stylish",http://rovimusic.rovicorp.com/playback.mp3?c=XoNWEspTc1dNu_0d3jx7gvKUU23ZQzDPVjJ3ONioHGo=&f=I
MT0015026293,The Chipmunks,O Christmas Tree (O Tannenbaum),"Campy, Naive, Precious, Soft, Quiet",http://rovimusic.rovicorp.com/playback.mp3?c=98M3aJy-LCU4Lc2m9MlV_YapJnH0KBK7tayJ1L1z1aM=&f=J
MT0015028144,Stacie Orrico,So Simple,"Happy, Joyous, Sensual, Spiritual, Summery",http://rovimusic.rovicorp.com/playback.mp3?c=ExcfUuNkP_MiJ2TMpxMCmvKUU23ZQzDPVjJ3ONioHGo=&f=I
MT0015510419,Holiday & the Adventure Pop Collective,Billie's Blues,"Bitter, Gloomy, Nocturnal, Restrained, Sad, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=hqrCmfnYW_WjGdAWiSMBt_QIxMnXLaW9NvEpt_rvU6E=&f=I
MT0015514030,Sido,Nie Wieder,"Bitter, Cold, Reckless",http://rovimusic.rovicorp.com/playback.mp3?c=9WWyeXCQYXx7QxMUDuutb5jWf7KriH64XH0cLbjLrOY=&f=I
MT0015541501,The Jam,A' Bomb in Wardour Street,"Angry, Angst-Ridden, Bitter, Cathartic, Exciting, Fiery, Harsh, Menacing, Ominous, Raucous, Rebellious, Reckless, Tense, Anxious, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=4_7nmS18tpAP8YQyqYOFj_h0BJxFGWncDvRkmPV4knk=&f=J
MT0015599764,2XL,Mama of Mine,"Bitter, Bleak, Gloomy",http://rovimusic.rovicorp.com/playback.mp3?c=wXXX1sqTUBzBZuI2PzpD7jqpU4hxl5saPDaNIVORh-E=&f=I
MT0015653546,Carlos Núñez,Gabriel's Oboe (The Mission),"Complex, Epic, Nostalgic",http://rovimusic.rovicorp.com/playback.mp3?c=Kn_VeNuhiDeHKjiJG4YHofQIxMnXLaW9NvEpt_rvU6E=&f=I
MT0015659520,Carlos Núñez,Bolero,"Complex, Epic, Nostalgic",http://rovimusic.rovicorp.com/playback.mp3?c=IULT2KxvRzoWNiE6MvdK1WjIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0015664499,Don Carlos,Rivers of Babylon,"Anguished, Distraught, Bitter, Sad, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=zIVZDR6slhgU__0s5ukggvQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0015665796,Hank Williams,"I'm So Lonesome, I Could Cry","Anguished, Distraught, Autumnal, Bleak, Cathartic, Gloomy, Rustic, Sad, Weary",http://rovimusic.rovicorp.com/playback.mp3?c=epno_2wmw_UBfF7rj-bvpf3pqi0RS20pHqZddGAWQOA=&f=I
MT0015680193,The Feeling,Love It When You Call,"Bright, Cheerful, Lively",http://rovimusic.rovicorp.com/playback.mp3?c=mkafJPfaaiVyI-_0-GuEsDqpU4hxl5saPDaNIVORh-E=&f=J
MT0015682649,Mariza,Duas Lágrimas de Orvalho,"Lonely, Lush, Sad",http://rovimusic.rovicorp.com/playback.mp3?c=-OpBp8htC4r_m3l6lQmh66wfpsQHuOlGC4-o-yXc8Os=&f=J
MT0015706588,Son House,I'm Satisfied,"Reverent, Rustic, Spiritual",http://rovimusic.rovicorp.com/playback.mp3?c=cCQ5t8Oz4rKN4bift3X-W_QIxMnXLaW9NvEpt_rvU6E=&f=J
MT0015715008,Clutch,White's Ferry,"Greasy, Reckless, Rowdy",http://rovimusic.rovicorp.com/playback.mp3?c=BjJjLpXqPgO4o9NuGjLyTM2KXJKuJLE7UG4BJXcyKZ4=&f=I
MT0015742096,The Coasters,Brazil,"Boisterous, Carefree, Cheerful, Energetic, Freewheeling, Lively, Passionate, Playful",http://rovimusic.rovicorp.com/playback.mp3?c=4H6jOZ3SuKSSLOtF330MIfKUU23ZQzDPVjJ3ONioHGo=&f=J
MT0015849191,Curtis Stigers,A Woman Just Like You,"Agreeable, Calm, Neutral, Optimistic, Positive, Striding, Swinging",http://rovimusic.rovicorp.com/playback.mp3?c=RRgiOFXdnhi5HxT2SDI9P5jWf7KriH64XH0cLbjLrOY=&f=J
MT0015934550,Garth Brooks,Not Counting You,"Boisterous, Cheerful, Energetic, Humorous, Playful, Rollicking, Slick",http://rovimusic.rovicorp.com/playback.mp3?c=iCKw_RwZdQXJz_F6MPd6hGjIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0015962332,Dizzee Rascal,Pussyole (Old Skool),"Aggressive, Boisterous, Brash, Fierce, Fiery, Gutsy, Harsh, Hostile, Hungry, Intense, Menacing, Tense, Anxious, Uncompromising, Urgent",http://rovimusic.rovicorp.com/playback.mp3?c=l3ROs4ZZBwSoQqqiTpisvawfpsQHuOlGC4-o-yXc8Os=&f=I
MT0015971175,Hilltop Hoods,Monsters Ball Restrung,"Angry, Clinical, Harsh, Outrageous, Reckless",http://rovimusic.rovicorp.com/playback.mp3?c=OxxNqePJZKUcV1r6kn9ICYapJnH0KBK7tayJ1L1z1aM=&f=I
MT0016743722,Plies,Murkin Season,"Bleak, Cold, Gloomy, Ominous, Reckless, Snide, Tense, Anxious, Thuggish, Uncompromising, Volatile",http://rovimusic.rovicorp.com/playback.mp3?c=u0a7uforFhFGs7GReiPloIapJnH0KBK7tayJ1L1z1aM=&f=I
MT0016887233,Paul Potts,Silent Night,"Atmospheric, Complex, Dreamy, Elaborate, Elegant, Gentle, Lush, Plaintive, Soothing, Theatrical, Wistful",http://rovimusic.rovicorp.com/playback.mp3?c=LDe0LmTJ_pu4GgzgjREXQPQIxMnXLaW9NvEpt_rvU6E=&f=I
MT0016897938,Paul Potts,O Holy Night,"Complex, Elaborate, Lush",http://rovimusic.rovicorp.com/playback.mp3?c=LDe0LmTJ_pu4GgzgjREXQGjIb8Tr8vVfGLIuM5x_WSg=&f=I
MT0016932218,Boney James,Santa Baby,"Calm, Neutral, Carefree, Cheerful, Gentle, Sensual, Soothing, Sweet",http://rovimusic.rovicorp.com/playback.mp3?c=X7fx4caOAxakDaHAn8ixSJjWf7KriH64XH0cLbjLrOY=&f=I
MT0016972827,Hombres G,Loco de Amor,"Happy, Spicy, Witty",http://rovimusic.rovicorp.com/playback.mp3?c=JdN9Hx3J5pD-TjJkbSDfov3pqi0RS20pHqZddGAWQOA=&f=I
MT0017475710,Gang Green,Somethings,"Angry, Hostile, Reckless",http://rovimusic.rovicorp.com/playback.mp3?c=XRH8c0ANiezi1HeZgVQffc2KXJKuJLE7UG4BJXcyKZ4=&f=I
MT0017667847,Chingy,How We Feel,"Bravado, Nocturnal, Provocative, Thoughtful, Thuggish",http://rovimusic.rovicorp.com/playback.mp3?c=40HO2J1UcuMKH-LrM05p8pjWf7KriH64XH0cLbjLrOY=&f=I
MT0017672677,Thomas Kinkade,Winter Wonderland,"Atmospheric, Calm, Neutral, Cheerful, Dreamy, Elaborate, Gleeful, Happy, Innocent, Joyous, Light, Lush, Slick, Soothing, Sparkling, Sweet, Wintry",http://rovimusic.rovicorp.com/playback.mp3?c=vwG0qo7HyBrqn6ALwzgLlf3pqi0RS20pHqZddGAWQOA=&f=J
MT0017797643,Udo Jürgens,Liebe Will Alles,"Gleeful, Happy, Joyous, Theatrical",http://rovimusic.rovicorp.com/playback.mp3?c=cBF7Nnpuo5AiQA1dGJpmzawfpsQHuOlGC4-o-yXc8Os=&f=J
MT0018024152,Miley Cyrus,Just Like You,"Exciting, Happy, Innocent, Joyous, Uplifting",http://rovimusic.rovicorp.com/playback.mp3?c=XeUaBwoTGVhlJierhkAlbmjIb8Tr8vVfGLIuM5x_WSg=&f=J
MT0018029465,Miley Cyrus,See You Again,"Exciting, Happy, Innocent, Joyous, Uplifting",http://rovimusic.rovicorp.com/playback.mp3?c=XeUaBwoTGVhlJierhkAlbqwfpsQHuOlGC4-o-yXc8Os=&f=J
MT0018031959,Miley Cyrus,Life's What You Make It,"Exciting, Happy, Innocent, Joyous, Uplifting",http://rovimusic.rovicorp.com/playback.mp3?c=XeUaBwoTGVhlJierhkAlbs2KXJKuJLE7UG4BJXcyKZ4=&f=J
MT0018450519,Lloyd,Sex Education,"Sexual, Sexy, Tender",http://rovimusic.rovicorp.com/playback.mp3?c=3n1BnN1DdsA0rUC4uNtxBDqpU4hxl5saPDaNIVORh-E=&f=J
MT0018617125,Charles Trénet,La Vie Qui Va,"Exciting, Giddy, Gleeful, Happy, Joyous, Sweet, Whimsical",http://rovimusic.rovicorp.com/playback.mp3?c=H2y2fNIlD0pZ_tR8HJsYvPQIxMnXLaW9NvEpt_rvU6E=&f=J
MT0018651126,Lila Downs,Skeleton,"Complex, Provocative, Sensual",http://rovimusic.rovicorp.com/playback.mp3?c=zhHam7hqHBgrDcAv-lQEHTqpU4hxl5saPDaNIVORh-E=&f=J
